Nome,Preço,Marca,Categoria,Preço_02-05-2025,Preço_10-04-2025,Preço_13-04-2025,Preço_24-04-2025,Preço_30-04-2025
Creme Para Pentear Pantene Hidrocauterização 240g,"R$ 20,99",Pantene,Cabelos,"R$ 20,99","R$ 20,99","R$ 20,99","R$ 20,99","R$ 20,99"
Creme Para Pentear Pantene Liso Extremo 240g,"R$ 20,99",Pantene,Cabelos,"R$ 20,99","R$ 20,99","R$ 20,99","R$ 20,99","R$ 20,99"
Creme Para Pentear Pantene Unidas Pelos Cachos 225ml,"R$ 39,99",Pantene,Cabelos,"R$ 39,99","R$ 39,99","R$ 39,99","R$ 39,99","R$ 39,99"
Creme Para Pentear Salon Line Definição Intensa 1kg,"R$ 34,90",Salon Line,Cabelos,"R$ 34,90","R$ 36,90","R$ 36,90","R$ 36,90","R$ 34,90"
Creme Para Pentear Salon Line Reconstrução Intensa 1kg,"R$ 34,90",Salon Line,Cabelos,"R$ 34,90","R$ 36,90","R$ 36,90","R$ 36,90","R$ 34,90"
Creme Para Pentear Seda Babosa + Óleos 700ml,,,,,"R$ 24,99","R$ 24,99",,
Creme Para Pentear Seda Brilho Ceramidas 300ml,,,,,"R$ 13,99","R$ 13,99",,
Creme Para Pentear Seda By Rayza Babosa + Óleos 300ml,"R$ 13,99",Seda,Cabelos,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Creme Para Pentear Seda Cachos Definidos 300ml,,,,,"R$ 13,99","R$ 13,99",,
Creme Para Pentear Seda Juntinhos Frozen Brilho Encantado 300ml,"R$ 13,99",Seda,Cabelos,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Creme Para Pentear Seda Juntinhos Moana Cachos Encantados 300ml,"R$ 13,99",Seda,Cabelos,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Creme Para Pentear Seda Liso Perfeito 300ml,,,,,"R$ 13,99","R$ 13,99",,
Creme Para Pentear Seda Tiana Crespos Encantados 300ml,,,,,"R$ 13,99","R$ 13,99",,
Creme Para Tratamento Elseve Cachos dos Sonhos 250ml,"R$ 20,99",Elseve,Cabelos,"R$ 20,99","R$ 27,99","R$ 27,99","R$ 27,99","R$ 20,99"
Creme Para Tratamento Elseve Longos Dos Sonhos 300g,"R$ 34,99",Elseve,Cabelos,"R$ 26,90","R$ 34,99","R$ 34,99","R$ 26,99","R$ 34,99"
Creme Para Tratamento Novex Cachos de Cinema 1kg,"R$ 27,99",Novex,Cabelos,"R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99"
Creme Para Tratamento Novex Condicionador Super Babosão 1kg,"R$ 27,99",Novex,Cabelos,"R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99"
Creme Para Tratamento Skala 12 Em 1 1kg,"R$ 13,49",Skala,Cabelos,"R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49"
Creme Preventivo de Assadura Baruel Baby 45g,"R$ 17,99",Baruel,Cuidados com a Pele Infantil,"R$ 17,99","R$ 17,99","R$ 17,99","R$ 17,99","R$ 17,99"
Creme Quark Batavo Nuv 6g Protein Coco 100g,"R$ 3,19",Batavo,Lácteos,"R$ 3,19","R$ 3,19","R$ 3,19","R$ 3,19","R$ 3,19"
Creme Quark Batavo Nuv 6g Protein Frutas Vermelhas 100g,"R$ 3,19",Batavo,Lácteos,"R$ 3,19","R$ 3,19","R$ 3,19","R$ 3,19","R$ 3,19"
Creme Reparador Hidratante Infantil Pampers Girassol 30ml,"R$ 51,99",Pampers,Cuidados com a Pele Infantil,"R$ 51,99","R$ 51,99","R$ 51,99","R$ 51,99","R$ 51,99"
Creme Tipo Chantilly Chanty Mix Amélia 1l,"R$ 21,99",Amelia,Lácteos,"R$ 21,99","R$ 27,99","R$ 27,99","R$ 21,99","R$ 21,99"
Creme Tipo Chantilly Chánty Mix Amélia 200ml,"R$ 4,99",Amelia,Lácteos,"R$ 4,99","R$ 8,99","R$ 8,99","R$ 4,99","R$ 4,99"
Creme de Amendoim DaColônia Paçoca 200g,"R$ 14,99",Dacolonia,Doces,"R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99"
Creme de Amendoim Dr. Peanut Turma da Mônica Chocolate Branco 300g,"R$ 37,99",Dr.Peanut,Doces,"R$ 37,99","R$ 37,99","R$ 37,99","R$ 37,99","R$ 37,99"
Creme de Amendoim Dr. Peanut Turma da Mônica Cookies & Cream 300g,"R$ 37,99",Dr.Peanut,Doces,"R$ 37,99","R$ 37,99","R$ 37,99","R$ 37,99","R$ 37,99"
Creme de Assaduras Babymed Amêndoas 40g,"R$ 12,99",Babymed,Cuidados com a Pele Infantil,"R$ 12,99","R$ 12,99","R$ 12,99","R$ 12,99","R$ 12,99"
Creme de Assaduras Huggies Óleo de Amêndoas 30g,"R$ 16,99",Huggies,Cuidados com a Pele Infantil,"R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99"
Creme de Aveia Nude Sem Glúten 200g,"R$ 8,89",Nude,Doces,"R$ 8,89","R$ 8,89","R$ 8,89","R$ 8,89","R$ 8,89"
Creme de Avelã Flormel Zero Com Cacau 150g,"R$ 32,99",Flormel,Doces,"R$ 32,99","R$ 32,99","R$ 32,99","R$ 32,99","R$ 32,99"
Creme de Avelã Homemade 200g,"R$ 50,99",Homemade,Doces,"R$ 50,99","R$ 50,99","R$ 50,99","R$ 50,99","R$ 50,99"
Creme de Avelã Nutella 140g,"R$ 14,99",Nutella,Doces,"R$ 14,99","R$ 10,99","R$ 10,99","R$ 14,99","R$ 14,99"
Creme de Avelã Nutella 350g,"R$ 30,99",Nutella,Doces,"R$ 30,99","R$ 25,15","R$ 30,99","R$ 26,90","R$ 30,99"
Creme de Avelã Nutella 650g,"R$ 56,90",Nutella,Doces,"R$ 56,90","R$ 56,90","R$ 56,90","R$ 49,99","R$ 56,90"
Creme de Avelã Nutella Especial 350g,"R$ 30,99",Nutella,Doces,"R$ 30,99","R$ 25,15","R$ 30,99","R$ 26,90","R$ 30,99"
Creme de Avelã Sedna 350g,"R$ 27,99",Sedna,Doces,"R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99"
Creme de Avelã Vegano Seu Divino Cacau Zero 170g,"R$ 36,99",Seu Divino,Doces,"R$ 36,99","R$ 36,99","R$ 36,99","R$ 36,99","R$ 36,99"
Creme de Barbear Nivea Men Sensitive 2 Em 1 65g,"R$ 16,99",Nivea,Barbear,"R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99"
Creme de Castanha de Caju Vida Veg Cebola Caramelizada 180g,"R$ 21,99",Vida Veg,Queijo,"R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99"
Creme de Cebola Angélica 70g,"R$ 4,99",Angélica,Temperos E Condimentos,"R$ 4,99","R$ 4,99","R$ 4,99","R$ 4,99","R$ 4,99"
Creme de Cebola Arisco 61g,"R$ 12,49",Arisco,Temperos E Condimentos,"R$ 12,49","R$ 10,99","R$ 10,99","R$ 10,99","R$ 12,49"
Creme de Cebola Maggi 68g,"R$ 7,99",Maggi,Temperos E Condimentos,"R$ 7,99","R$ 7,99","R$ 7,99","R$ 7,99","R$ 7,99"
Creme de Cebola Tchetto 60g,"R$ 4,89",Tchetto,Temperos E Condimentos,"R$ 4,89","R$ 4,89","R$ 4,89","R$ 4,89","R$ 4,89"
Creme de Cebola Vono Chef 37% Menos Sódio 58g,"R$ 6,49",Vono,Temperos E Condimentos,"R$ 6,49","R$ 7,99","R$ 7,99","R$ 7,99","R$ 6,49"
Creme de Cebola Vono Chef 58g,"R$ 6,49",Vono,Temperos E Condimentos,,"R$ 7,99","R$ 7,99","R$ 7,99","R$ 6,49"
Creme de Chantilly Vigor Spray 250g,"R$ 38,99",Vigor,Lácteos,"R$ 38,99","R$ 38,99","R$ 38,99","R$ 38,99","R$ 38,99"
Creme de Chantily Fleischmann Gran Finale 200g,"R$ 6,99",Fleischmann,Lácteos,"R$ 6,99","R$ 6,99","R$ 6,99","R$ 6,99","R$ 6,99"
Creme de Chantily Fleischmann Gran Finale 500g,"R$ 16,99",Fleischmann,Lácteos,"R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99"
Creme de Cupuaçu Nuty 1l,"R$ 12,98",Nuty,Sucos E Sobremesas,"R$ 12,98","R$ 12,98","R$ 12,98","R$ 11,99","R$ 12,98"
Creme de Leite Fresco Atilatte 500g,,Atilatte,Doces,,"R$ 32,99","R$ 32,99",,
Creme de Leite Italac 200g,"R$ 3,29",Italac,Doces,"R$ 3,29","R$ 3,89","R$ 3,89","R$ 3,89","R$ 3,29"
Creme de Leite Italac Leve 200g,"R$ 3,89",Italac,Doces,"R$ 3,89","R$ 3,35","R$ 3,35","R$ 3,89","R$ 3,89"
Creme de Leite Italac Zero Lactose 200g,"R$ 4,99",Italac,Doces,"R$ 4,99","R$ 4,99","R$ 4,99","R$ 4,99","R$ 4,99"
Creme de Leite Itambé 300g,"R$ 7,99",Itambé,Doces,"R$ 7,99","R$ 7,99","R$ 7,99","R$ 7,99","R$ 7,99"
Creme de Leite Itambé Levíssimo Homogeneizado 200g,"R$ 3,59",Itambé,Doces,"R$ 3,89","R$ 3,59","R$ 3,59","R$ 3,59","R$ 3,59"
Creme de Leite Lacfree 500g,"R$ 27,99",Lacfree,Doces,"R$ 27,99","R$ 31,99","R$ 31,99","R$ 27,99","R$ 27,99"
Creme de Leite Mococa 200g,"R$ 3,79",Mococa,Doces,"R$ 3,79","R$ 3,79","R$ 3,79","R$ 3,79","R$ 3,79"
Creme de Leite Nestlé 200g,"R$ 5,49",Nestlé,Doces,"R$ 5,49","R$ 5,49","R$ 5,49","R$ 5,49","R$ 5,49"
Creme de Leite Nestlé 300g,"R$ 9,35",Nestlé,Doces,"R$ 9,35","R$ 9,35","R$ 9,35","R$ 9,35","R$ 9,35"
Creme de Leite Nestlé Levíssimo 200g,"R$ 5,49",Nestlé,Doces,"R$ 5,49","R$ 5,49","R$ 5,49","R$ 5,49","R$ 5,49"
Creme de Leite Nestlé Promocional 200g,"R$ 4,94",Nestlé,Doces,"R$ 4,94","R$ 4,94","R$ 4,39","R$ 4,94","R$ 4,94"
Creme de Leite Piracanjuba 200g,"R$ 3,89",Piracanjuba,Doces,"R$ 3,89","R$ 3,89","R$ 3,89","R$ 3,89","R$ 3,89"
Creme de Leite Quatá 200g,"R$ 3,49",Quata,Doces,"R$ 3,49","R$ 3,49","R$ 3,49","R$ 3,49","R$ 3,49"
Creme de Leite Quatá 500g,"R$ 35,99",Quata,Doces,"R$ 35,99","R$ 35,99","R$ 35,99","R$ 35,99","R$ 35,99"
Creme de Leite Shefa 200g,"R$ 3,59",Shefa,Doces,"R$ 3,59","R$ 3,59","R$ 3,59","R$ 2,99","R$ 3,59"
Creme de Leite Vegetal Not 200g,"R$ 6,59",Not,Doces,"R$ 6,59","R$ 4,99","R$ 4,99","R$ 6,59","R$ 6,59"
Creme de Leite Xandô Pasteurizado 300g,"R$ 17,99",Xando,Doces,"R$ 17,99","R$ 17,99","R$ 17,99","R$ 17,99","R$ 17,99"
Creme de Milho Predilecta 240g,,Predilecta,Molhos Frios,,"R$ 5,49",0,,
Creme de Pentear Dove Texturas Reais Cacheados 355ml,"R$ 28,99",Dove,Cabelos,"R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99"
Creme de Pentear Infantil Kolene Meus Cachinhos 300ml,"R$ 13,49",Kolene,Cabelos,"R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49"
Creme de Pentear Pantene Cachos Hidra-Vitaminados Cacheados 240g,"R$ 20,99",Pantene,Cabelos,"R$ 20,99","R$ 20,99","R$ 20,99","R$ 20,99","R$ 20,99"
Creme de Pentear Seda Bomba de Coco 700ml,,,,,"R$ 24,99","R$ 24,99",,
Creme de Pentear Seda Boom Definição Intensa 350ml,"R$ 16,99",Seda,Cabelos,"R$ 16,99","R$ 16,59","R$ 16,59","R$ 16,59","R$ 16,99"
Creme de Pentear Seda Boom Definição e Super Hidratação 1kg,"R$ 33,99",Seda,Cabelos,"R$ 33,99","R$ 33,99","R$ 33,99","R$ 33,99","R$ 33,99"
Creme de Pentear Seda Boom Modelador Antifrizz 350ml,"R$ 16,99",Seda,Cabelos,"R$ 16,99","R$ 16,59","R$ 16,59","R$ 16,59","R$ 16,99"
Creme de Pentear Seda Boom Volume Máximo 350ml,"R$ 16,99",Seda,Cabelos,"R$ 16,99",,,"R$ 16,59",
Creme de Pentear Seda By Niina Secrets Colágeno 300ml,"R$ 13,99",Seda,Cabelos,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Creme de Pentear Seda Cachos Definidos 300ml,"R$ 13,99",Seda,Cabelos,"R$ 13,99",,,"R$ 13,99","R$ 13,99"
Creme de Pentear Seda Ceramidas 300ml,"R$ 13,99",Seda,Cabelos,"R$ 13,99",,,"R$ 13,99","R$ 13,99"
Creme de Pentear Seda Liso Perfeito 300ml,"R$ 13,99",Seda,Cabelos,"R$ 13,99",,,"R$ 13,99","R$ 13,99"
Creme de Pentear TRESemmé Antifrizz 200ml,"R$ 16,99",TRESemmé,Cabelos,"R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99"
Creme de Pentear TRESemmé Hidratação Profunda 200ml,"R$ 16,99",TRESemmé,Cabelos,"R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99"
Creme de Pistache Homemade 200g,"R$ 48,99",Homemade,Doces,"R$ 48,99","R$ 48,99","R$ 48,99","R$ 48,99","R$ 48,99"
Creme de Queijo Minas Frescal Tirolez Light 150g,"R$ 7,99",Tirolez,Queijo,"R$ 7,99","R$ 9,99","R$ 9,99","R$ 7,99","R$ 7,99"
Creme de Queijo Minas Frescal Tirolez Original 150g,"R$ 7,99",Tirolez,Queijo,"R$ 7,99","R$ 9,99","R$ 9,99","R$ 7,99","R$ 7,99"
Creme de Queijo Parmesão Faixa Azul 190g,,Faixa Azul,Queijo,,0,0,,
Creme de Ricota Galbani 200g,"R$ 6,99",Galbani,Queijo,"R$ 6,99","R$ 9,49","R$ 9,49","R$ 9,49","R$ 6,99"
Creme de Ricota Galbani Light 200g,"R$ 8,99",Galbani,Queijo,"R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99"
Creme de Ricota Galbani Light 380g,"R$ 14,99",Galbani,Queijo,"R$ 14,99","R$ 14,99","R$ 14,99",,"R$ 14,99"
Creme de Ricota Galbani Tradicional 380g,"R$ 14,99",Galbani,Queijo,"R$ 14,99","R$ 14,99","R$ 14,99",,"R$ 14,99"
Creme de Ricota Itambé Light 200g,"R$ 8,99",Itambé,Queijo,"R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99"
Creme de Ricota Itambé Tradicional 200g,"R$ 8,99",Itambé,Queijo,"R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99"
Creme de Ricota Président Light 200g,"R$ 8,79",President,Queijo,"R$ 8,79","R$ 8,79","R$ 8,79","R$ 8,79","R$ 8,79"
Creme de Ricota Président Tradicional 200g,"R$ 8,79",President,Queijo,"R$ 8,79","R$ 8,79","R$ 8,79","R$ 8,79","R$ 8,79"
Creme de Ricota Quatá Presunto 150g,"R$ 7,99",Quata,Queijo,"R$ 7,99","R$ 7,99","R$ 7,99","R$ 7,99","R$ 7,99"
Creme de Ricota Tirolez 200g,"R$ 7,99",Tirolez,Queijo,"R$ 7,99","R$ 9,29","R$ 9,29","R$ 7,99","R$ 7,99"
Creme de Ricota Tirolez Light 200g,"R$ 7,99",Tirolez,Queijo,"R$ 7,99","R$ 9,29","R$ 9,29","R$ 7,99","R$ 7,99"
Creme de Ricota Tirolez Light 370g,"R$ 15,99",Tirolez,Queijo,"R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99"
Creme de Ricota Tirolez Original 370g,"R$ 15,99",Tirolez,Queijo,"R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99"
Creme de Ricota Tirolez Zero Lactose 150g,"R$ 12,89",Tirolez,Queijo,"R$ 12,89","R$ 12,89","R$ 12,89","R$ 12,89","R$ 12,89"
Creme de Tratamento Elseve Glycolic Gloss 300g,"R$ 34,99",Elseve,Cabelos,"R$ 26,90","R$ 34,99","R$ 34,99","R$ 26,99","R$ 34,99"
Creme de Tratamento Elseve Reparação Total 5 300g,"R$ 34,99",Elseve,Cabelos,"R$ 26,90","R$ 34,99","R$ 34,99","R$ 26,99","R$ 34,99"
Creme de Tratamento Novex Longo Poderoso 1kg,"R$ 27,99",Novex,Cabelos,"R$ 27,99",,,"R$ 27,99","R$ 27,99"
Creme de Tratamento Skala Divino Potão 1kg,"R$ 13,49",Skala,Cabelos,"R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49"
Creme de Tratamento Skala Expert Bomba de Vitaminas 1kg,"R$ 13,49",Skala,Cabelos,"R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49"
Creme de Tratamento Skala Expert Sou Mais Cachos 1kg,"R$ 13,49",Skala,Cabelos,"R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49"
Creme de Tratamento Skala Potão Desmaiado 1kg,"R$ 13,49",Skala,Cabelos,"R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49"
Creme de Tratamento Skala Óleo de Coco 1kg,"R$ 13,49",Skala,Cabelos,"R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49","R$ 13,49"
Creme de Tratamento TRESemmé Reconstrução E Força 400g,"R$ 35,99",TRESemmé,Cabelos,"R$ 35,99","R$ 34,99","R$ 34,99","R$ 34,99","R$ 35,99"
Creme de Tratamernto 3 em 1 Elseve Cachos Longos dos Sonhos 500ml,"R$ 39,99",Elseve,Cabelos,"R$ 39,99",,,,"R$ 39,99"
Creme para Pentear Pantene Cachos Hidra-Vitaminados Crespos 240g,"R$ 20,99",Pantene,Cabelos,"R$ 20,99","R$ 20,99","R$ 20,99","R$ 20,99","R$ 20,99"
Crepe Paderri Chocolate 192g,"R$ 14,99",Paderri,Padaria,"R$ 14,99","R$ 12,99","R$ 12,99","R$ 11,99","R$ 14,99"
Crepe Paderri Doce de Leite 192g,"R$ 14,99",Paderri,Padaria,"R$ 14,99","R$ 12,99","R$ 12,99","R$ 11,99","R$ 14,99"
Crepe de Morango Paderri 180g,,Paderri,Doces,,0,0,,
Crepioca Natural Life Sem Glúten 250g,,Natural Life,Grãos e Farináceos,,0,0,,
Croissant de Frango Catupiry 360g,"R$ 31,99",Catupiry,Petiscos E Empanados,"R$ 31,99","R$ 29,90","R$ 29,90","R$ 31,99","R$ 31,99"
Croutons Florio Tradicional 120g,"R$ 13,99",Florio,Padaria,"R$ 13,99","R$ 12,99","R$ 12,99","R$ 13,99","R$ 13,99"
Croutons Temperados Florio 120g,"R$ 13,99",Florio,Padaria,"R$ 13,99","R$ 12,99","R$ 12,99","R$ 13,99","R$ 13,99"
Cumbuca Descartável Fibraform Pequena Branca Com 25 Unidades,"R$ 9,99",Fibraform,Descartáveis,"R$ 9,99","R$ 9,99","R$ 9,99","R$ 9,99","R$ 9,99"
Cumbuca Terramada Quadrada Branca Grande 450ml,"R$ 13,99",Terramada,Cozinha,"R$ 13,99","R$ 20,99","R$ 20,99","R$ 20,99","R$ 13,99"
Cumbuca Terramada Quadrada Branca Pequena 300ml,"R$ 13,59",Terramada,Cozinha,"R$ 13,59","R$ 13,59","R$ 13,59","R$ 13,59","R$ 13,59"
Cumbuca Terramada Redonda Branca Grande 680ml,"R$ 22,99",Terramada,Cozinha,"R$ 22,99","R$ 22,99","R$ 22,99","R$ 22,99","R$ 22,99"
Cumbuca Terramada Redonda Branca Média 350ml,"R$ 14,99",Terramada,Cozinha,"R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99"
Cumbuca Terramada Redonda Marrom 350ml,"R$ 14,99",Terramada,Cozinha,"R$ 14,99",,,,"R$ 14,99"
Cupim Bovino Resfriado KG,"R$ 39,99",Leve Mais,Bovina,"R$ 39,99","R$ 35,99","R$ 39,99","R$ 39,99","R$ 39,99"
Cupuaçu KG,"R$ 24,99",Pague Menos,Frutas,"R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99"
Curativo Band-Aid Transparente Com 10 Unidades,"R$ 8,59",Band-Aid,Higiene,"R$ 8,59","R$ 8,59","R$ 8,59","R$ 5,99","R$ 8,59"
Curativo Band-Aid Transparente Com 40 Unidades,"R$ 17,99",Band-Aid,Higiene,"R$ 17,99","R$ 17,99","R$ 17,99","R$ 12,99","R$ 17,99"
Curativo Hipoalergênico Uni Care Com 35 Unidades,"R$ 10,99",Uni Care,Higiene,"R$ 10,99","R$ 11,99","R$ 11,99","R$ 10,99","R$ 10,99"
Curativo Infantil Cremer Minions Flexível Com 10 unidades,"R$ 6,49",Cremer,Higiene,"R$ 6,49","R$ 7,89","R$ 7,89","R$ 7,89","R$ 6,49"
Curativo Nexcare Confort Super Flexíveis Com 20 Unidades,"R$ 13,99",Nexcare,Higiene,"R$ 13,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 13,99"
Curativo Nexcare Duo Alta Fixação Com 10 Unidades,"R$ 13,99",Nexcare,Higiene,"R$ 13,99","R$ 15,99","R$ 15,99","R$ 15,99","R$ 13,99"
Curativo Nexcare Micropore Com 35 Unidades,"R$ 13,99",Nexcare,Higiene,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Curativo Nexcare Transparente Respirável Com 10 Unidades,"R$ 5,99",Nexcare,Higiene,"R$ 5,99","R$ 5,99","R$ 5,99","R$ 5,99","R$ 5,99"
Curativo Nexcare Transparente Respirável Com 35 Unidades,"R$ 12,99",Nexcare,Higiene,"R$ 12,99","R$ 12,99","R$ 12,99","R$ 12,99","R$ 12,99"
Curativo Topz Patrulha Canina Baby Com 10 Unidades,"R$ 7,99",Topz,Higiene,"R$ 7,99","R$ 7,99","R$ 7,99","R$ 7,99","R$ 7,99"
Curativos Uni Care Com 10,"R$ 3,99",Uni Care,Higiene,"R$ 3,99","R$ 4,69","R$ 4,69","R$ 3,99","R$ 3,99"
Curry Angélica 30g,"R$ 5,29",Angélica,Temperos E Condimentos,"R$ 5,29","R$ 5,29","R$ 5,29","R$ 5,29","R$ 5,29"
Curry Angélica By Chef 50g,"R$ 8,29",Angélica,Temperos E Condimentos,,"R$ 8,29","R$ 8,29","R$ 8,29","R$ 8,29"
Curry Em Pó Bombay 50g,,,,,,"R$ 21,90",,
Curry Multi Gosto 35g,"R$ 6,29",Multi Gosto,Temperos E Condimentos,"R$ 6,29","R$ 6,29","R$ 6,29","R$ 6,29","R$ 6,29"
Cápsula 3 Corações Café Cerrado Mineiro 5g Com 10 Unidades,"R$ 22,90",3 Corações,Café,"R$ 22,90","R$ 20,99","R$ 20,99","R$ 20,99","R$ 22,90"
Cápsula 3 Corações Café Intenso Com 10 Unidades,"R$ 22,90",3 Corações,Café,"R$ 22,90","R$ 20,99","R$ 20,99","R$ 20,99","R$ 22,90"
Cápsula 3 Corações Café Mogiana Paulista Com 10 Unidades,"R$ 22,90",3 Corações,Café,"R$ 22,90","R$ 20,99","R$ 20,99","R$ 20,99","R$ 22,90"
Cápsula 3 Corações Café Orgânico Com 10 Unidades,"R$ 22,90",3 Corações,Café,"R$ 22,90","R$ 20,99","R$ 20,99","R$ 20,99","R$ 22,90"
Cápsula 3 Corações Chá de Camomila Com 10 Unidades,"R$ 22,90",3 Corações,Café,"R$ 22,90","R$ 24,99","R$ 24,99","R$ 17,90","R$ 22,90"
Cápsula 3 Corações Chá de Capim-Cidreira Com 10 Unidades,"R$ 22,90",3 Corações,Café,"R$ 22,90","R$ 24,99","R$ 24,99","R$ 17,90","R$ 22,90"
Cápsula 3 Corações Descafeinado Com 10 Unidades,"R$ 22,90",3 Corações,Café,"R$ 22,90","R$ 20,99","R$ 20,99","R$ 20,99","R$ 22,90"
Cápsula 3 Corações Torrado e Moído Colômbia Com 10 Unidades,"R$ 22,90",3 Corações,Café,"R$ 22,90","R$ 20,99","R$ 20,99","R$ 20,99","R$ 22,90"
Cápsula 3 Corações Torrado e Moído Máximo Com 10 Unidades,"R$ 22,90",3 Corações,Café,"R$ 22,90","R$ 20,99","R$ 20,99","R$ 20,99","R$ 22,90"
Cápsula Baggio Caramelo 5g Com 10 Unidades,"R$ 24,99",Baggio,Café,"R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99"
Cápsula Baggio Chocolate Com Avelã 5g Com 10 Unidades,"R$ 24,99",Baggio,Café,"R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99"
Cápsula Baggio Chocolate Trufado 50g Com 10 Unidades,"R$ 24,99",Baggio,Café,"R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99"
Cápsula Canecão Espresso Gourmet 5g,"R$ 18,99",Canecao,Café,"R$ 18,99","R$ 18,99","R$ 18,99","R$ 18,99","R$ 18,99"
Cápsula Canecão Tradicional 5g Com 10 Unidades,"R$ 18,99",Canecao,Café,"R$ 18,99","R$ 18,99","R$ 18,99","R$ 18,99","R$ 18,99"
Cápsula Illy Espresso Clássico Com 10 Unidades,"R$ 27,99",Illy,Café,"R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99"
Cápsula Illy Espresso Decaffeinato Com 10 Unidades,"R$ 27,99",Illy,Café,"R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99"
Cápsula Illy Espresso Forte Com 10 Unidades,"R$ 27,99",Illy,Café,"R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99"
Cápsula Illy Espresso Intenso Com 10 Unidades,"R$ 27,99",Illy,Café,"R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99"
Cápsula Illy Iperespresso Clássico Com 18 Unidades,"R$ 62,90",Illy,Café,"R$ 62,90","R$ 62,90","R$ 62,90","R$ 62,90","R$ 62,90"
Cápsula Illy Iperespresso Intenso Com 18 Unidades,"R$ 62,90",Illy,Café,"R$ 62,90","R$ 62,90","R$ 62,90","R$ 62,90","R$ 62,90"
Cápsula L'Or Espresso Arábica Rwenzori Com 10 Unidades,"R$ 24,99",L'Or,Café,"R$ 18,90","R$ 27,99","R$ 27,99","R$ 7,99","R$ 24,99"
"Cápsula L'Or Espresso Caramel 5,2g Com 10 Unidades","R$ 24,99",L'Or,Café,"R$ 18,90","R$ 27,99","R$ 27,99","R$ 27,99","R$ 24,99"
Cápsula L'Or Espresso Flavours Collection Avelã Com 10 Unidades,"R$ 24,99",L'Or,Café,"R$ 18,90","R$ 27,99","R$ 27,99","R$ 27,99","R$ 24,99"
Cápsula L'Or Espresso Guatemala Com 10 Unidades,"R$ 24,99",L'Or,Café,"R$ 18,90","R$ 27,99","R$ 27,99","R$ 27,99","R$ 24,99"
Cápsula L'Or Espresso Lungo Estremo Com 10 Unidades,"R$ 24,99",L'Or,Café,"R$ 18,90","R$ 27,99","R$ 27,99","R$ 27,99","R$ 24,99"
Cápsula L'Or Espresso Origins Collection Brazil Com 10 Unidades,"R$ 24,99",L'Or,Café,"R$ 18,90","R$ 27,99","R$ 27,99","R$ 27,99","R$ 24,99"
Cápsula L'Or Espresso Ristretto Com 10 Unidades,"R$ 24,99",L'Or,Café,"R$ 18,90","R$ 27,99","R$ 27,99","R$ 27,99","R$ 24,99"
